실태조사응답자일련번호,응답자성별코드,응답자연령대코드,응답자거주지역코드
FFNSR_RSPT_CONNO,RSPT_SXDST_CD,RSPT_AGGRP_CD,RSPT_RSDNC_ARCD
9166,F,5,3
9167,F,3,3
9168,M,1,4
9169,F,4,13
9171,M,3,3
9172,F,1,3
9173,F,4,13
9174,F,4,13
9175,F,2,4
9176,M,2,3
9177,F,4,13
9178,M,3,4
9180,M,2,3
9181,F,3,3
9182,F,4,13
9183,M,3,3
9184,F,1,4
9185,M,5,5
9186,F,3,3
9187,M,3,3
9188,F,6,13
9189,M,2,13
9190,F,5,3
9191,M,2,3
9192,M,4,4
9193,M,5,5
9194,M,2,5
9195,F,4,13
9196,F,2,3
9197,M,5,3
9198,F,6,13
9199,M,4,7
9200,M,3,13
9201,M,3,3
9202,F,1,4
9204,M,5,13
9205,F,5,13
9206,M,3,10
9207,M,5,5
9208,F,1,3
9210,F,6,13
9211,M,4,3
9212,F,4,7
9213,M,4,13
9217,F,6,5
9218,F,6,13
9220,F,6,13
9221,M,4,3
9222,M,1,7
9223,M,3,1
9225,F,1,7
9227,F,6,10
9228,F,4,3
9229,M,6,13
9231,F,1,5
9232,F,4,3
9233,F,2,3
9235,M,4,10
9236,F,2,3
9237,F,4,1
9238,F,4,10
9239,F,6,3
9243,M,3,1
9245,M,2,7
9246,F,5,6
9247,F,6,6
9248,F,2,12
9249,F,1,12
9250,F,1,12
9251,F,3,6
9252,M,3,9
9253,M,3,9
9254,M,4,6
9255,M,3,9
9256,M,1,6
9260,F,1,10
9261,F,3,10
9262,F,1,1
9263,M,1,10
9264,F,5,13
9265,M,1,10
9266,F,5,3
9267,M,1,10
9269,M,3,3
9270,F,5,13
9271,F,1,1
9272,M,4,3
9273,M,1,3
9274,F,4,14
9275,M,5,4
9276,M,3,3
9277,F,4,10
9278,F,1,14
9279,F,4,4
9280,M,2,5
9281,M,2,14
9283,M,3,10
9284,F,1,8
9286,F,2,10
9287,M,3,14
9288,M,2,4
9289,F,1,5
9290,F,5,3
9291,M,1,10
9292,M,1,5
9293,F,3,14
9294,M,2,4
9295,M,2,1
9297,M,1,14
9298,M,5,3
9299,F,2,4
9300,M,1,14
9301,M,6,5
9302,M,2,5
9303,M,6,14
9304,M,3,5
9306,F,5,13
9307,F,1,4
9308,F,5,5
9309,F,5,13
9311,M,6,5
9312,M,1,14
9313,M,1,14
9314,M,3,14
9316,F,1,3
9317,F,5,3
9318,F,4,14
9319,M,4,3
9320,F,1,3
9321,M,3,3
9322,F,2,8
9323,F,2,14
9324,M,3,13
9326,M,3,14
9327,M,5,8
9328,F,1,8
9329,M,3,14
9330,M,2,8
9331,M,4,13
9332,M,6,4
9333,F,5,8
9334,M,6,3
9335,F,5,8
9337,F,5,8
9338,F,6,8
9339,F,6,4
9340,F,1,8
9341,M,2,9
9342,F,2,8
9343,F,6,13
9344,M,2,10
9345,M,4,9
9346,F,1,8
9348,M,1,4
9349,M,4,13
9350,M,4,9
9352,M,4,9
9353,M,4,9
9354,M,3,14
9355,M,5,9
9357,M,3,13
9358,M,5,8
9359,F,6,13
9360,M,5,9
9361,M,3,14
9362,M,6,4
9363,F,4,3
9364,M,6,8
9365,M,5,9
9366,F,6,13
9367,M,1,8
9368,M,5,8
9369,M,5,9
9370,F,6,4
9371,M,6,13
9372,M,5,14
9373,F,3,3
9374,F,6,3
9376,F,5,10
9378,M,1,3
9379,F,5,4
9381,M,3,8
9382,M,4,13
9383,F,5,3
9384,F,5,4
9385,M,3,8
9386,M,6,3
9387,M,6,9
9388,F,6,4
9389,M,6,9
9390,F,6,3
9391,F,6,13
9392,M,5,14
9393,F,6,9
9395,F,6,13
9396,M,4,4
9398,F,6,9
9399,F,3,2
9401,M,4,4
9402,M,3,3
9403,M,4,3
9404,F,5,9
9405,F,1,8
9407,M,4,3
9410,M,5,8
9411,M,2,2
9412,F,6,10
9413,F,6,9
9414,M,4,13
9415,F,1,3
9416,F,4,4
9417,M,2,2
9419,M,4,8
9420,F,6,9
9421,F,1,2
9422,F,6,10
9423,F,6,15
9424,M,1,4
9425,M,3,3
9426,F,6,9
9427,M,2,4
9428,M,1,15
9429,F,3,8
9430,M,4,3
9432,M,2,4
9433,M,1,15
9434,F,5,9
9435,M,6,10
9436,M,3,8
9437,F,6,13
9438,F,5,14
9439,F,5,9
9440,M,6,10
9441,F,1,3
9443,M,2,4
9444,F,2,15
9445,M,6,10
9447,F,4,8
9448,F,4,9
9450,M,3,15
9451,M,5,8
9452,F,4,9
9453,M,2,3
9455,M,6,13
9456,M,5,8
9458,M,5,9
9459,M,3,15
9460,M,5,10
9461,M,5,14
9462,M,4,3
9463,F,3,8
9464,M,1,3
9468,M,6,3
9469,M,2,4
9470,M,3,14
9472,F,2,3
9474,M,2,3
9475,M,5,10
9476,M,6,13
9477,F,4,4
9478,F,1,10
9481,M,3,3
9484,M,4,10
9485,M,6,13
9486,F,3,3
9487,F,4,4
9489,M,5,13
9490,M,6,13
9492,M,5,3
9493,M,5,4
9494,M,5,1
9495,M,2,8
9496,M,5,13
9497,M,4,3
9499,M,5,8
9500,M,2,3
9502,F,6,14
9504,F,1,13
9505,F,4,3
9506,F,5,8
9508,F,4,15
9509,F,6,14
9511,F,5,3
9519,F,4,8
9520,M,4,13
9524,F,2,8
9525,M,2,8
9526,F,2,13
9527,F,6,4
9528,F,5,8
9529,M,4,13
9530,F,5,14
9531,M,1,8
9532,M,6,4
9533,F,3,13
9534,M,3,8
9535,M,3,4
9537,M,6,14
9538,F,6,7
9539,M,2,8
9540,F,3,13
9541,M,6,4
9542,F,6,7
9544,F,6,14
9545,M,1,7
9546,M,4,4
9547,M,2,10
9548,F,6,4
9550,F,1,7
9551,M,1,8
9553,F,2,10
9554,M,2,8
9555,M,6,4
9556,F,1,7
9557,M,3,4
9558,F,3,13
9559,M,3,8
9560,M,1,7
9561,M,1,10
9563,M,2,8
9564,F,4,2
9565,M,4,15
9566,F,4,7
9567,M,1,4
9568,F,4,2
9569,F,4,15
9578,F,4,15
9579,F,6,8
9581,F,4,15
9582,F,4,8
9583,F,3,8
9584,F,1,4
9585,F,5,15
9586,M,5,15
9587,M,1,8
9589,F,4,8
9590,M,3,4
9591,F,4,8
9592,F,4,8
9593,F,6,13
9594,M,4,8
9596,M,4,10
9597,F,2,10
9598,F,5,10
9599,F,4,10
9600,M,3,10
9601,M,4,10
9602,M,4,10
9603,M,4,10
9604,F,2,6
9605,F,5,6
9606,M,4,6
9607,F,6,13
9608,F,6,13
9611,M,3,13
9612,F,5,13
9615,M,4,13
9616,F,3,13
9617,M,1,13
9618,M,4,13
9619,F,1,4
9620,M,3,8
9622,F,6,13
9624,F,6,4
9625,M,4,8
9626,M,5,4
9627,M,1,13
9628,M,3,6
9629,M,6,1
9631,M,5,6
9632,M,5,2
9633,M,4,8
9634,M,2,13
9635,M,3,10
9636,F,4,2
9637,F,3,4
9638,M,6,1
9641,F,5,2
9642,F,6,4
9643,M,1,2
9644,M,2,3
9645,F,4,2
9646,M,1,13
9647,F,4,4
9649,F,4,1
9651,F,6,4
9652,F,2,8
9653,M,5,2
9654,M,1,4
9655,M,4,8
9656,F,3,4
9657,M,4,2
9658,F,1,10
9659,M,3,8
9660,M,1,7
9661,F,6,13
9662,M,3,8
9663,F,3,4
9664,M,5,1
9665,M,6,1
9666,F,6,13
9667,F,1,4
9668,M,4,16
9669,F,4,9
9670,F,2,8
9671,F,6,13
9673,M,3,8
9674,F,6,13
9675,F,2,3
9676,F,4,9
9677,F,3,4
9678,M,1,8
9679,M,2,13
9680,F,6,13
9681,M,6,3
9682,F,3,8
9683,M,1,8
9684,M,5,10
9685,F,3,14
9686,M,5,4
9687,M,2,13
9688,F,3,10
9689,M,6,9
9690,F,3,10
9691,M,6,9
9692,F,2,9
9693,M,5,4
9694,F,3,14
9695,M,2,13
9696,M,2,4
9697,F,3,9
9698,F,1,4
9699,M,2,13
9700,F,4,9
9701,F,5,4
9702,M,1,14
9703,F,1,9
9704,F,4,4
9705,F,2,13
9706,F,4,9
9707,F,1,4
9708,F,3,9
9709,F,5,4
9710,F,3,9
9711,F,2,9
9712,F,2,9
9713,F,2,4
9714,M,2,1
9715,M,1,14
9716,F,1,9
9717,M,5,4
9718,F,1,9
9719,M,5,3
9720,M,4,4
9721,F,1,9
9722,M,1,4
9724,F,1,10
9726,F,1,4
9727,F,2,13
9728,F,4,4
9729,F,2,13
9730,F,3,8
9731,M,5,4
9732,M,1,10
9733,F,1,4
9735,M,1,3
9736,M,4,8
9740,F,5,8
9741,F,4,10
9742,F,6,14
9743,M,4,8
9745,F,5,16
9747,M,1,8
9749,F,1,10
9750,M,4,10
9751,M,1,8
9752,F,5,16
9753,F,5,8
9754,M,1,10
9755,M,1,8
9756,M,5,14
9757,F,1,10
9758,M,1,16
9759,F,4,10
9760,F,1,10
9761,F,4,3
9762,M,1,8
9764,F,3,8
9765,M,2,15
9766,F,4,14
9770,M,1,10
9771,M,3,16
9772,M,2,10
9773,M,4,8
9774,F,5,8
9775,M,4,2
9776,M,5,14
9778,F,3,10
9779,F,2,3
9780,F,6,2
9781,M,4,16
9783,M,2,3
9784,F,1,15
9785,F,2,3
9786,F,3,10
9787,M,5,8
9788,M,2,4
9789,M,3,16
9790,F,5,15
9791,M,3,10
9792,F,1,1
9793,M,2,2
9795,M,6,8
9796,F,5,8
9797,F,3,7
9798,M,2,3
9799,M,3,1
9802,F,4,14
9803,F,2,13
9804,F,4,3
9805,M,4,16
9806,M,3,4
9807,M,6,2
9808,F,1,1
9809,F,2,1
9811,F,4,2
9812,F,4,7
9813,M,4,8
9814,M,6,8
9815,M,3,16
9816,F,2,2
9817,F,4,16
9818,M,2,4
9819,M,5,2
9820,F,2,1
9821,F,2,1
9822,M,1,8
9823,M,5,16
9824,M,2,15
9825,F,5,14
9826,F,5,16
9828,M,5,1
9829,M,2,4
9831,F,5,16
9832,M,3,10
9834,M,2,16
9835,F,2,15
9836,F,2,14
9837,F,4,8
9838,F,1,8
9839,M,1,3
9840,F,1,2
9841,M,3,3
9842,F,3,13
9843,F,6,16
9844,M,1,4
9845,F,6,16
9846,M,3,2
9847,M,1,1
9848,F,3,8
9849,F,6,16
9850,F,2,2
9851,F,3,13
9852,M,3,3
9853,M,3,14
9854,M,1,16
9855,M,1,1
9856,F,6,16
9857,F,2,8
9859,M,3,2
9861,F,6,3
9862,M,2,14
9863,F,4,8
9864,F,2,16
9865,F,2,2
9866,F,6,16
9867,F,3,2
9868,M,3,8
9869,M,2,14
9870,M,1,1
9871,M,4,15
9872,M,4,16
9873,F,6,16
9874,F,4,2
9875,M,5,8
9876,M,4,10
9877,M,2,14
9878,F,4,4
9879,F,5,14
9881,M,4,16
9882,F,2,8
9883,F,3,16
9884,F,5,8
9885,F,1,14
9887,M,1,1
9888,F,6,4
9889,F,3,16
9890,F,3,16
9892,M,4,8
9895,F,6,4
9897,F,6,8
9898,M,4,10
9900,M,4,4
9901,M,6,1
9902,M,1,4
9903,M,4,10
9905,F,3,14
9906,F,1,3
9907,M,3,16
9908,M,6,1
9909,F,6,8
9910,F,4,4
9912,F,4,8
9913,M,3,4
9915,M,4,4
9916,F,3,8
9917,F,2,3
9918,M,6,4
9919,F,4,4
9920,M,4,13
9921,F,3,4
9922,M,4,8
9924,M,1,8
9925,M,3,3
9926,F,1,1
9927,M,4,14
9929,M,1,4
9930,F,2,1
9931,M,6,4
9932,F,2,8
9933,F,2,8
9934,F,1,1
9935,M,6,4
9936,F,3,8
9937,F,6,16
9938,F,1,14
9939,F,3,3
9940,M,1,14
9941,F,5,1
9942,F,4,16
9943,F,4,8
9944,M,3,14
9946,F,3,1
9947,M,2,4
9948,F,4,3
9949,F,5,1
9951,M,4,14
9952,M,4,16
9953,F,5,1
9954,M,6,14
9955,F,4,15
9956,M,6,8
9958,M,6,3
9959,M,4,4
9960,M,1,1
9961,F,5,1
9962,F,1,1
9963,M,1,3
9964,F,5,15
9965,F,2,4
9966,F,1,1
9968,F,3,8
9969,F,1,1
9970,F,1,1
9971,F,3,3
9973,M,1,1
9974,M,2,8
9975,M,4,1
9976,F,3,4
9977,M,4,1
9978,M,5,3
9979,F,1,15
9980,F,1,8
9981,F,3,4
9982,F,3,3
9983,M,4,3
9984,F,4,2
9985,F,4,2
9986,F,4,2
9987,M,4,8
9989,F,1,6
9990,M,3,6
9991,M,5,8
9992,M,3,10
9993,M,5,8
9995,M,5,8
9996,F,2,8
9997,F,2,8
9998,F,3,8
9999,F,2,8
10001,F,4,8
10003,F,4,8
10004,F,4,8
10005,F,3,8
10006,M,3,8
10007,F,2,8
10009,M,6,6
10010,F,4,8
10011,M,5,8
10012,M,2,8
10013,F,5,8
10015,F,1,6
10016,F,5,8
10017,F,4,15
10018,F,3,8
10019,M,3,8
10021,F,3,8
10022,F,3,16
10023,M,4,3
10025,F,4,14
10026,M,5,1
10028,M,5,1
10029,M,5,1
10030,M,2,8
10031,F,6,13
10032,F,2,1
10033,M,5,1
10034,M,3,2
10036,M,4,2
10038,F,6,1
10039,M,4,2
10040,M,4,2
10041,M,3,4
10043,M,3,13
10044,M,1,2
10045,M,1,2
10046,F,2,8
10048,F,5,16
10049,M,2,2
10050,M,2,2
10051,M,3,2
10052,F,3,13
10053,M,3,2
10054,F,4,13
10055,F,2,4
10057,M,4,2
10058,M,4,3
10059,F,3,13
10060,F,4,16
10061,M,6,8
10064,F,3,13
10065,F,4,13
10066,F,6,8
10067,F,4,4
10068,F,5,3
10069,M,4,16
10070,F,6,1
10071,M,3,13
10072,F,6,3
10073,F,6,8
10074,M,1,13
10076,F,1,8
10077,M,1,3
10078,F,2,4
10079,M,3,13
10080,M,6,3
10081,M,6,1
10083,M,5,13
10084,M,6,1
10085,M,6,3
10086,M,2,16
10087,M,6,1
10088,M,3,3
10089,F,2,4
10090,F,1,3
10091,M,6,8
10092,M,5,16
10093,M,3,8
10094,F,4,8
10095,F,3,16
10096,F,5,13
10097,M,6,16
10100,M,4,4
10101,M,5,13
10102,F,2,16
10103,F,5,13
10104,M,4,16
10105,F,4,16
10106,M,6,3
10107,M,1,8
10108,F,5,13
10109,F,3,4
10110,M,6,8
10111,M,1,8
10113,M,2,16
10114,F,3,3
10115,F,1,13
10117,M,3,13
10118,F,3,4
10119,F,2,3
10121,M,4,4
10122,M,5,4
10123,F,4,16
10124,F,2,8
10126,M,1,1
10127,F,2,8
10128,M,1,16
10129,M,3,13
10130,M,2,3
10131,M,3,4
10132,F,1,16
10133,F,6,8
10134,F,5,16
10135,M,3,1
10136,F,2,8
10137,M,3,13
10138,M,2,3
10139,F,4,16
10140,F,3,16
10141,F,2,8
10142,M,2,16
10143,F,2,8
10144,M,4,16
10145,M,4,4
10146,M,5,16
10147,F,5,8
10148,M,2,7
10149,M,5,16
10150,F,2,8
10151,M,4,4
10152,F,3,4
10153,F,3,4
10154,M,1,16
10155,F,6,4
10156,M,1,4
10157,F,2,8
10160,F,6,10
10161,F,1,8
10162,F,6,4
10164,M,2,4
10165,F,6,10
10166,F,2,16
10167,F,1,8
10168,M,6,10
10169,M,2,10
10170,M,2,4
10171,F,1,8
10172,M,4,10
10173,F,2,4
10174,M,3,7
10175,M,4,15
10176,M,3,4
10177,M,4,16
10178,F,5,7
10180,M,3,4
10181,F,4,3
10182,M,5,16
10183,F,3,15
10184,M,5,4
10186,M,3,16
10187,M,3,4
10188,M,3,16
10189,M,3,4
10190,M,3,16
10191,F,4,16
10192,M,2,7
10194,M,6,13
10195,M,6,3
10197,M,5,3
10198,M,3,7
10199,M,1,7
10200,F,2,13
10201,M,5,3
10202,M,4,4
10203,F,1,7
10204,F,4,13
10205,F,5,7
10206,M,4,3
10207,M,5,4
10208,F,4,4
10209,F,4,13
10210,M,5,4
10212,M,2,7
10213,M,1,3
10214,M,3,4
10215,M,4,3
10216,F,2,4
10217,M,4,3
10218,M,3,7
10219,M,6,3
10220,M,3,4
10221,F,5,7
10222,F,5,6
10223,F,6,3
10224,F,1,14
10226,F,4,13
10227,M,5,4
10228,M,3,7
10229,M,3,3
10230,M,3,7
10231,F,2,16
10232,M,5,13
10233,F,2,16
10234,M,3,16
10235,M,4,7
10236,M,5,7
10237,F,5,3
10238,F,3,16
10239,F,6,6
10240,M,2,13
10241,F,3,13
10242,M,3,4
10243,M,6,16
10244,F,3,13
10246,F,3,13
10247,M,1,3
10248,F,2,16
10249,M,3,4
10250,M,3,7
10251,F,6,7
10252,M,1,13
10253,F,3,4
10254,F,2,13
10255,M,5,3
10256,M,3,4
10257,F,4,16
10258,M,1,13
10259,M,1,16
10260,F,3,4
10261,M,4,4
10262,F,2,13
10263,F,6,3
10264,F,6,16
10265,F,2,7
10266,M,3,3
10267,F,3,4
10268,M,1,13
10269,F,6,13
10270,F,3,16
10271,F,4,4
10272,M,2,3
10273,M,2,5
10274,M,6,7
10275,M,2,13
10277,F,4,16
10278,M,1,4
10279,M,2,13
10280,M,1,11
10281,F,4,4
10282,F,5,3
10283,M,6,7
10286,F,2,5
10288,M,4,4
10289,F,2,11
10290,F,2,13
10291,F,1,11
10292,M,3,13
10293,F,3,4
10294,F,1,6
10295,F,2,4
10296,F,4,6
10297,F,4,3
10298,M,4,13
10300,M,2,7
10301,F,4,3
10302,M,4,11
10303,M,1,4
10304,M,1,13
10305,M,6,4
10306,F,5,3
10307,M,3,6
10308,M,3,11
10309,M,3,4
10310,M,1,7
10311,M,1,13
10312,M,1,4
10313,M,1,11
10314,F,6,11
10315,M,4,13
10316,M,4,13
10317,F,1,11
10318,M,4,11
10319,F,6,11
10320,F,6,11
10321,M,1,7
10322,F,6,11
10323,F,1,6
10324,F,2,6
10325,M,1,6
10326,F,4,7
10327,M,5,11
10328,M,5,11
10329,F,6,7
10330,M,4,6
10331,M,4,6
10332,M,5,6
10333,F,3,6
10334,F,3,6
10335,M,2,6
10336,F,1,7
10337,M,5,7
10338,M,6,6
10339,F,2,6
10340,M,3,15
10341,M,5,11
10342,F,2,11
10343,M,6,11
10344,F,3,11
10345,M,6,11
10346,M,4,11
10347,F,6,7
10348,M,4,11
10349,M,5,7
10350,M,2,11
10351,M,4,7
10352,F,2,11
10353,F,5,11
10354,F,6,11
10355,F,3,15
10356,F,5,11
10357,M,4,11
10358,F,2,15
10359,F,4,11
10360,F,3,11
10361,F,2,15
10362,M,2,7
10363,F,6,11
10364,F,1,4
10365,F,6,3
10366,F,2,4
10367,M,5,11
10368,M,4,11
10369,M,4,3
10370,F,3,3
10371,M,5,15
10372,F,3,3
10373,F,4,11
10374,F,2,3
10375,F,3,11
10376,M,3,11
10378,M,3,11
10379,M,3,11
10380,F,2,3
10381,F,2,3
10382,F,1,11
10383,M,3,8
10384,M,6,11
10385,F,2,11
10386,M,2,11
10387,F,6,3
10388,F,1,11
10389,M,2,1
10390,F,3,11
10392,F,6,3
10393,M,6,16
10394,M,2,6
10395,M,4,6
10396,F,5,5
10397,F,1,6
10399,M,6,16
10400,M,4,11
10401,F,2,6
10402,M,5,6
10403,M,5,11
10404,F,1,1
10405,M,6,15
10406,F,4,6
10407,M,5,11
10409,M,6,16
10410,M,3,6
10411,F,6,16
10412,M,5,15
10413,F,6,16
10414,F,6,16
10415,F,5,16
10416,F,6,16
10417,F,6,16
10418,F,4,13
10420,M,3,16
10421,M,2,13
10422,F,4,16
10423,M,4,11
10424,F,2,16
10425,M,1,16
10427,M,2,1
10428,M,6,10
10429,F,6,16
10430,M,2,1
10431,F,4,15
10433,F,2,3
10434,F,6,13
10435,M,2,3
10436,F,6,13
10437,F,6,16
10438,F,6,16
10439,F,6,13
10441,M,4,15
10442,M,6,13
10443,F,6,13
10444,F,6,13
10445,M,3,13
10447,M,2,13
10448,M,6,15
10449,M,3,13
10450,M,2,13
10451,F,2,13
10452,M,3,13
10453,F,4,13
10454,F,6,15
10455,M,4,13
10456,F,3,15
10457,M,4,3
10458,F,1,5
10459,M,4,3
10460,F,1,14
10461,M,4,3
10462,M,6,13
10463,F,5,15
10465,F,1,2
10466,M,3,2
10467,F,6,15
10468,M,4,4
10469,F,6,15
10471,M,4,3
10472,F,1,2
10473,F,6,15
10474,M,4,3
10475,M,4,4
10476,M,1,2
10477,F,2,13
10479,M,3,4
10480,M,3,15
10481,M,4,3
10482,M,1,4
10483,M,1,1
10484,M,1,1
10485,F,1,13
10486,F,1,4
10487,M,3,15
10488,M,5,15
10489,M,5,4
10490,F,2,1
10492,F,3,1
10493,M,5,4
10494,F,1,13
10495,F,3,1
10496,M,6,4
10497,F,6,4
10498,M,2,13
10499,F,6,4
10500,F,3,4
10501,M,1,2
10502,M,3,6
10503,F,3,6
10504,F,4,4
10505,M,3,5
10508,M,4,5
10509,F,3,5
10510,M,4,1
10511,M,1,1
10512,M,2,3
10514,F,1,5
10516,M,2,3
10517,M,1,3
10518,M,3,3
10520,M,2,3
10521,M,1,3
10523,M,1,3
10524,M,2,3
10526,M,4,3
10527,M,5,3
10528,M,3,5
10529,M,2,3
10530,F,6,8
10531,M,6,8
10532,M,5,3
10533,M,3,8
10534,M,5,8
10535,F,4,3
10536,M,2,8
10537,M,3,8
10538,M,4,8
10540,M,3,8
10541,M,3,8
10542,M,2,8
10543,M,3,8
10544,F,2,8
10545,F,1,8
10546,F,1,8
10547,M,1,3
10548,F,4,8
10549,F,3,3
10550,F,1,8
10551,F,1,8
10552,M,3,8
10553,M,1,1
10554,M,5,3
10555,F,2,1
10556,M,3,8
10557,F,2,8
10558,F,2,1
10559,F,4,8
10560,M,5,8
10561,F,2,1
10562,M,5,8
10563,F,3,8
10564,F,4,8
10565,F,3,1
10566,F,4,8
10567,F,3,1
10568,M,5,8
10569,F,1,8
10570,M,3,8
10571,F,4,8
10572,M,2,8
10573,M,2,8
10574,F,2,8
10575,M,3,8
10576,M,6,8
10577,F,3,8
10578,F,4,8
10579,F,3,8
10580,M,6,8
10581,F,3,8
10582,F,4,8
10583,M,2,2
10584,M,2,2
10586,M,1,2
10587,M,4,2
10588,F,3,2
10589,F,4,2
10590,F,1,8
10591,M,1,8
10592,F,6,8
10594,F,3,8
10595,F,6,14
10596,M,4,5
10597,F,6,14
10599,M,2,2
10600,M,1,14
10601,M,3,2
10602,M,4,2
10603,M,4,2
10604,F,4,2
10605,M,3,2
10607,F,1,2
10610,F,2,2
10611,F,2,2
10612,M,2,14
10613,M,3,2
10614,F,2,5
10616,F,4,2
10617,M,2,2
10618,M,2,2
10619,M,2,2
10620,F,6,14
10621,M,3,10
10622,F,3,1
10623,F,2,1
10624,F,2,1
10625,F,2,8
10626,F,3,8
10627,M,1,5
10628,F,6,8
10629,F,3,8
10630,F,3,8
10633,F,3,8
10634,M,2,8
10635,M,5,8
10636,M,1,8
10637,F,3,8
10638,F,1,8
10639,M,6,8
10640,M,1,8
10641,F,3,8
10642,F,3,8
10643,F,4,8
10644,M,1,8
10645,F,6,8
10647,F,6,8
10648,M,4,1
10651,M,2,1
10652,M,3,4
10653,M,2,8
10654,F,1,8
10655,M,1,1
10658,M,1,2
10659,M,1,2
10660,M,4,8
10661,M,2,2
10662,M,2,8
10663,F,5,8
10664,M,4,8
10665,F,4,8
10666,F,4,8
10667,F,4,8
10668,M,5,8
10669,F,3,8
10670,F,4,8
10671,F,2,8
10672,F,3,8
10673,M,5,8
10674,F,3,8
10675,F,1,2
10676,M,2,8
10677,M,1,2
10678,F,4,8
10679,F,1,2
10680,M,5,2
10683,M,2,2
10684,F,3,8
10685,F,4,8
10686,F,3,2
10687,F,3,8
10688,F,4,8
10690,M,2,8
10691,F,3,8
10692,M,1,1
10693,F,4,8
10695,M,3,5
10696,F,2,1
10697,F,4,8
10698,F,1,8
10699,F,1,5
10700,F,4,8
10701,M,4,8
10702,F,5,8
10703,M,4,8
10704,F,2,8
10705,M,6,8
10707,F,1,2
10708,M,1,2
10709,M,4,2
10710,F,2,2
10711,F,3,2
10712,M,4,8
10713,M,4,8
10714,M,1,8
10715,M,2,8
10716,M,4,8
10717,M,6,8
10718,F,4,8
10719,M,6,2
10721,F,2,2
10722,M,5,8
10723,F,2,2
10724,M,5,8
10726,F,5,8
10727,M,3,2
10728,F,5,8
10729,M,3,2
10730,M,4,8
10731,F,4,8
10732,M,3,2
10733,F,3,8
10735,F,2,2
10736,M,3,8
10737,F,5,8
10738,M,6,2
10741,M,6,2
10742,M,5,8
10743,M,3,8
10744,F,4,8
10745,M,4,8
10746,M,4,8
10747,F,2,8
10748,F,3,8
10749,M,1,8
10750,M,1,1
10751,M,3,8
10752,F,1,8
10753,F,1,8
10754,M,4,8
10755,F,1,8
10756,M,2,8
10757,M,4,8
10758,M,1,1
10759,M,4,8
10760,M,4,2
10762,M,4,2
10763,F,3,1
10764,M,4,8
10765,M,4,2
10766,M,4,8
10767,M,1,8
10768,M,4,8
10769,M,6,2
10770,F,5,2
10771,F,5,2
10772,F,4,2
10773,F,5,2
10774,M,4,2
10775,M,4,2
10776,M,1,1
10777,M,4,1
10778,F,4,1
10779,M,3,2
10783,M,3,2
10784,F,3,2
10785,M,2,1
10787,F,4,1
10789,M,5,8
10790,M,1,8
10791,F,1,8
10792,M,1,8
10793,F,2,8
10794,F,1,8
10795,F,2,8
10796,M,3,8
10798,M,3,8
10799,F,4,8
10800,M,3,8
10801,M,2,8
10802,M,1,8
10803,M,2,8
10804,F,4,8
10805,F,1,8
10806,M,3,8
10807,F,6,8
10808,M,5,8
10809,F,4,8
10810,F,1,8
10811,M,3,8
10812,F,4,8
10813,M,2,8
10815,M,4,8
10817,M,4,8
10818,M,2,2
10819,M,5,2
10820,M,2,8
10821,F,1,2
10823,M,4,2
10824,M,4,2
10825,F,3,2
10826,M,4,2
10827,F,4,2
10828,M,5,2
10829,M,6,2
10830,F,1,2
10831,F,3,2
10832,M,1,2
10833,F,2,2
10834,M,4,2
10835,M,1,2
10836,F,5,2
10837,F,6,2
10838,M,2,2
10839,F,1,2
10840,F,5,2
10841,M,1,8
10842,M,4,8
10843,M,6,8
10844,F,2,8
10846,M,5,8
10847,F,3,8
10848,M,1,8
10849,M,2,8
10851,F,6,8
10852,F,4,8
10853,F,5,8
10854,F,5,8
10855,M,2,8
10856,F,2,8
10858,F,2,8
10859,M,6,8
10860,M,3,2
10862,F,1,1
10863,M,4,1
10864,M,6,10
10865,F,3,2
10866,M,5,10
10867,M,2,2
10868,F,6,2
10870,M,2,2
10871,M,3,2
10872,M,3,2
10873,M,4,2
10874,F,2,12
10875,M,3,2
10876,F,3,2
10877,M,3,2
10878,F,3,2
10879,F,3,2
10880,M,3,2
10882,F,3,2
10883,M,2,2
10884,F,4,2
10886,F,4,2
10888,F,3,2
10889,M,4,2
10890,F,4,2
10891,M,2,2
10892,M,6,11
10893,F,5,2
10894,M,4,2
10895,F,3,8
10897,M,2,8
10898,M,5,2
10899,M,2,8
10900,M,1,8
10901,M,1,2
10902,F,2,8
10903,F,5,2
10904,M,2,2
10905,F,4,8
10906,F,1,8
10907,F,1,1
10908,M,4,8
10909,F,1,8
10910,M,4,8
10911,M,2,8
10912,M,4,8
10913,M,1,8
10914,F,1,8
10915,M,2,8
10916,F,2,1
10917,M,3,8
10918,M,4,8
10919,M,3,2
10920,M,2,8
10921,M,4,8
10922,M,3,2
10923,F,2,8
10924,M,3,8
10925,M,5,2
10926,M,5,8
10927,M,3,8
10928,F,6,2
10929,M,5,8
10930,M,2,8
10931,M,1,8
10932,M,2,2
10933,M,3,8
10934,F,1,8
10936,F,4,1
10937,M,4,8
10939,M,2,10
10940,F,1,8
10941,M,3,2
10942,M,5,2
10943,M,5,8
10944,F,2,2
10945,M,5,2
10946,M,6,8
10947,F,2,2
10948,F,1,2
10949,M,6,8
10950,F,5,2
10953,M,1,8
10954,M,1,8
10955,M,1,8
10956,M,1,8
10958,M,4,8
10959,M,1,8
